código_venda,código_barras,nome_produto,categoria_produto,preço_produto,status_compra,data_compra,comprador,email_comprador,pais_compra,quantidade_comprada,média_por_categoria,média_por_pais
91210295-68b2-4fae-9648-9c2398171d23,1765311211024,Maquiagem,Beleza,R$809.00,Cancelada,2023-10-19,Catherine Meyers,wardjonathan@example.net,Bangladesh,7,6.027522935779817,5.5
d70e6d00-5dfc-4641-a3ea-794813973de7,6545064216836,Computador,Escritório,R$360.00,Concluída,2023-10-09,John Cruz,srichardson@example.org,Djibouti,1,5.842592592592593,4.666666666666667
2921d4c1-33ed-4ccb-912e-2134ed89ec58,5593988993686,Caneta,Escritório,R$798.00,Pendente,2023-12-08,Robert Williams,monicamurphy@example.org,Gabon,3,5.842592592592593,3.0
f0a6b1ac-76b8-49af-9d70-a238914f17c8,3181336870899,Raquete de tênis,Esporte,R$834.00,Pendente,2023-12-28,Kathryn Oliver,sarah52@example.com,Bahamas,4,5.68141592920354,2.5
b0f73f0b-7d07-4260-a7ea-f29ec9dc6e2c,1468926408130,Barra fixa,Esporte,R$197.00,Concluída,2024-04-26,Stacy Kelley,crystal99@example.com,Kenya,4,5.68141592920354,5.0
3b94d650-8073-425f-a4b8-fa8f4c35d31d,2053832700813,Passeio turístico,Viagens,R$435.00,Concluída,2023-11-04,Hannah Brandt,bennettgeoffrey@example.com,Zimbabwe,3,4.885416666666667,4.545454545454546
fc8800e4-7826-4172-8ef2-f856379ade8c,1644875540507,Poesia,Livros,R$864.00,Pendente,2024-01-16,Ashley Nelson,frodriguez@example.com,Martinique,10,5.7560975609756095,4.2
9c9ee8e8-d62d-4f6b-b16c-9d595b36a526,6594708505805,Óculos,Vestuário,R$177.00,Pendente,2023-11-21,James Aguilar,kedwards@example.org,Chad,7,5.21978021978022,5.0
3c186a15-9a28-4e54-b49a-f924e51dd014,0270966133207,Sofá,Casa,R$136.00,Pendente,2023-11-12,Jason Fleming,lsnow@example.net,Puerto Rico,3,6.032967032967033,3.5
333e598c-a700-4324-a1a7-3899f698024c,9682110283118,Impressora,Escritório,R$361.00,Cancelada,2024-04-17,William Romero,eherrera@example.org,Colombia,3,5.842592592592593,5.6
2c50e323-640e-4559-815c-a551b54a7a40,4645548754624,Fones de Ouvido,Eletrônicos,R$389.00,Concluída,2024-06-16,Courtney Spencer,qrobinson@example.com,Greece,10,5.326315789473684,6.0
34fff5a7-f976-4476-a9d0-7bcf35743c10,3004704210717,Protetor bucal,Esporte,R$132.00,Concluída,2024-05-27,Ricardo Fields,cadams@example.com,Russian Federation,7,5.68141592920354,6.5
ffbaca32-ed06-467a-acae-86d295b9c4f2,7097348825986,Mala,Viagens,R$836.00,Concluída,2024-01-22,Sharon Spencer,kcastro@example.net,Cayman Islands,3,4.885416666666667,5.0
3092b53f-b14e-4826-86d5-75ba44c460a3,4327918745165,Boneca,Brinquedos,R$328.00,Pendente,2024-05-06,Elizabeth Townsend,jamesallen@example.com,American Samoa,9,5.394736842105263,6.4
1d1e7aab-258d-410b-acc7-25814046589f,2310611030692,Cruzeiro,Viagens,R$671.00,Pendente,2024-07-31,Sharon Wilson,wflynn@example.com,Liechtenstein,10,4.885416666666667,10.0
946bbea8-0eb0-4def-8966-20447c83066f,9158007791436,Vestido,Vestuário,R$949.00,Concluída,2024-02-07,Michael Combs,sanfordadam@example.net,Bolivia,6,5.21978021978022,6.333333333333333
18106a14-ed78-4892-a7d9-1ddb2c50a1cb,0122487774530,Bola de futebol,Esporte,R$198.00,Concluída,2024-09-02,Jessica Hurley,amyestrada@example.org,Marshall Islands,2,5.68141592920354,2.0
e9aea669-3e6c-4338-a688-c66a0fb948ce,2918826661917,Raquete de tênis,Esporte,R$221.00,Pendente,2024-01-05,Michele Davis,wdiaz@example.org,Tanzania,7,5.68141592920354,4.75
276718b4-d9a6-4e84-b921-2bd9be9c453a,1660374669075,Maquiagem,Beleza,R$194.00,Cancelada,2023-11-18,Christina Hutchinson,vdonovan@example.com,Falkland Islands (Malvinas),6,6.027522935779817,6.5
c6182d99-3183-4f8d-900e-a1501f61213e,6786223231158,Bola de futebol,Esporte,R$702.00,Pendente,2024-03-18,Emily Warren,taraphelps@example.com,Reunion,9,5.68141592920354,4.5
af1e84d0-b405-4c6e-908f-e1ce050ee626,7357687170117,Mochila de viagem,Viagens,R$183.00,Pendente,2024-07-28,Daniel Chavez,kennethchase@example.net,Hong Kong,1,4.885416666666667,4.833333333333333
6d0efba0-2e79-4935-89e9-86cfd57cac72,2672614094256,Religioso,Livros,R$275.00,Pendente,2024-05-01,Kevin Jones,deborah98@example.org,Guatemala,8,5.7560975609756095,5.333333333333333
3e0b5990-6e57-4db7-b043-fc4e1aba714e,4577501198056,Científico,Livros,R$819.00,Pendente,2023-12-02,Richard Morris,johnbailey@example.com,Taiwan,2,5.7560975609756095,5.4
c02892fb-173d-4855-a156-a82f4388af89,9916784031431,Caneta,Escritório,R$176.00,Cancelada,2023-12-03,Mary Bennett,lrivera@example.net,Myanmar,1,5.842592592592593,6.0
1f2d8d04-33ad-473a-8f07-23a12f6c18c9,5395090375714,Roupa esportiva,Esporte,R$698.00,Pendente,2023-10-24,Angel Miller,calvingentry@example.com,Equatorial Guinea,8,5.68141592920354,7.0
5358814f-90f8-48c9-8a37-478183e592f8,5617038851860,Barra fixa,Esporte,R$142.00,Cancelada,2024-07-18,Marissa Burgess,qhill@example.com,Lithuania,3,5.68141592920354,3.5
9c7310c7-ef90-49da-a1a6-8adab6308559,9965337977658,Aparelho de musculação,Esporte,R$566.00,Concluída,2024-03-21,Jennifer Gardner,gwilliams@example.org,Syrian Arab Republic,1,5.68141592920354,5.6
1d788338-e024-4a0f-a590-208c324a72a8,6847261857899,Cruzeiro,Viagens,R$35.00,Cancelada,2024-04-08,Jessica Cox,bryan08@example.com,Saint Pierre and Miquelon,5,4.885416666666667,5.0
157ac3e9-0f1b-4871-bea4-34f352c159ca,2343193395385,Camiseta,Vestuário,R$53.00,Pendente,2024-07-27,Emily Villanueva,cheryl31@example.com,Venezuela,6,5.21978021978022,8.0
3540e23a-ff1a-4440-9716-19691b856498,8268394786296,Geladeira,Casa,R$989.00,Pendente,2024-09-30,Joshua Rojas,john81@example.com,Mozambique,9,6.032967032967033,7.8
647a1a8c-bc58-4460-a8bf-19e97b83c74b,6414611780338,Shampoo,Beleza,R$150.00,Pendente,2023-10-24,Eric Higgins,qlara@example.com,Serbia,7,6.027522935779817,6.8
ef322e40-3418-466a-b01d-f1fee31316b7,0854473733039,Tônico,Beleza,R$437.00,Cancelada,2024-02-22,Suzanne Arnold,tracy41@example.net,Greenland,2,6.027522935779817,5.2
baa5e920-bfcc-4d1d-8cca-14737a530047,6238442733567,Ficção,Livros,R$316.00,Concluída,2024-07-05,Colleen Schneider,james37@example.org,Isle of Man,9,5.7560975609756095,6.75
bc28ed0c-e7b3-451a-9f0c-e563ca8823d9,2140974742310,Aspirador de Pó,Casa,R$560.00,Cancelada,2023-10-13,Frank Smith,jason01@example.org,French Southern Territories,9,6.032967032967033,5.0
a96fe409-a0e3-4063-8f4f-f7ae053e6259,9597069955231,Impressora,Escritório,R$832.00,Cancelada,2024-08-08,Amy Quinn,cgriffith@example.net,Martinique,1,5.842592592592593,4.2
8ba2f16b-090d-4cda-8f31-c3bce86faf4b,9344058938344,Cintos,Vestuário,R$90.00,Cancelada,2024-04-22,Christopher Crane,joseberry@example.org,Guadeloupe,6,5.21978021978022,4.666666666666667
4eee50b5-5c01-4fb1-86b2-cd446018082c,9649283441523,História,Livros,R$363.00,Cancelada,2024-03-20,Gregory Ryan,njohnson@example.net,Zimbabwe,8,5.7560975609756095,4.545454545454546
d1c2af4c-bc98-44a8-9ac0-34be126dec29,3113253555603,Drone,Eletrônicos,R$385.00,Cancelada,2024-08-25,Carla Conway,kyle75@example.com,Switzerland,4,5.326315789473684,4.0
4f1f270c-1747-4693-a149-96febbfbdf5f,8638538947157,Científico,Livros,R$720.00,Concluída,2023-12-14,Cassandra Delgado,mckenziebowman@example.net,Slovakia (Slovak Republic),2,5.7560975609756095,6.0
fd25dbe6-06ec-47c0-bfdb-4da2ab91528a,8587625704817,Tablet,Eletrônicos,R$445.00,Concluída,2024-01-10,Rachel Martin MD,ryan02@example.org,Colombia,7,5.326315789473684,5.6
8d04087b-1bc0-48a7-a8e6-06895ccd0970,7710314056220,Câmera,Eletrônicos,R$763.00,Pendente,2023-11-01,Edward Walker,smithtyler@example.net,Nepal,2,5.326315789473684,5.571428571428571
2d449ede-1770-4034-9aa0-feb34c79d993,0097523211921,Vestido,Vestuário,R$160.00,Pendente,2024-08-27,Michael Ray,jessica25@example.com,Hungary,2,5.21978021978022,3.0
3c3786d1-0aa8-4f4a-9159-cd88b5fca02c,5826213165566,Patinete,Brinquedos,R$738.00,Cancelada,2024-08-15,Lori Sanchez,william71@example.com,Monaco,9,5.394736842105263,6.666666666666667
307abf39-ae9b-4351-9ea6-415a58269de5,0541035764883,Impressora,Escritório,R$79.00,Pendente,2024-08-28,Mark Moore,martinezwilliam@example.org,Oman,9,5.842592592592593,6.666666666666667
54a1f954-81b1-4f63-8a19-248c418769d1,0840027995459,Video game,Brinquedos,R$429.00,Concluída,2024-08-30,James Jordan,natalie28@example.org,Zambia,8,5.394736842105263,6.0
95421bb4-c0b8-4dea-bccc-dcd14c2d2d1f,1213817718443,Pelúcia,Brinquedos,R$324.00,Pendente,2024-07-22,Jordan Jones,jacquelinelewis@example.net,Lithuania,4,5.394736842105263,3.5
85f740a7-bae9-4dcd-b206-ea88a66da9f4,7947916533440,Cama,Casa,R$799.00,Concluída,2023-11-30,David Berry,nicholewebb@example.com,Turks and Caicos Islands,6,6.032967032967033,6.6
5870821f-cb90-4242-a35c-c89d8c41c462,0005951614825,Ovos,Alimentos,R$549.00,Concluída,2024-03-02,Corey Allison,wheelerangela@example.com,Cape Verde,3,5.861386138613861,4.5
33bb8345-57a9-4984-9342-6f6e60f12025,1271091402977,Pão,Alimentos,R$160.00,Cancelada,2024-06-15,Kevin Cline,vanessa13@example.org,Guinea,4,5.861386138613861,7.0
99c4cac9-5fd9-4119-9728-628d63809a15,5540707123121,Frutas,Alimentos,R$226.00,Cancelada,2024-08-02,Jon Mahoney,leslie10@example.org,Fiji,10,5.861386138613861,7.75
e52d44b6-4e64-43eb-976c-401c54664a7b,0108778034316,Jaqueta,Vestuário,R$704.00,Cancelada,2024-02-25,Kyle Frost,framsey@example.org,French Guiana,4,5.21978021978022,3.3333333333333335
5b1c6b22-7693-4ed9-afa6-e1f10b95b173,2964099458259,Tênis,Vestuário,R$403.00,Cancelada,2023-10-14,Tiffany Clark,timothy10@example.org,American Samoa,7,5.21978021978022,6.4
133d3abc-d5e8-436a-8f8e-1a0ab1bf16a5,6379193752480,Condicionador,Beleza,R$600.00,Cancelada,2024-09-01,Tina Reed,benjamin52@example.com,Seychelles,9,6.027522935779817,4.333333333333333
0b7c04dd-1e09-40e5-87cd-f56952cd428e,0495114578628,Verduras,Alimentos,R$492.00,Pendente,2024-08-09,Sabrina Simmons,henrynicole@example.com,Montenegro,7,5.861386138613861,3.6666666666666665
